标题,地址,户型,面积,朝向,装修情况,层数,建造时间,楼型,总价,每平米单价,关注人数,带看次数,发布时间,标签,详情链接,房源标签,核心卖点,小区介绍,周边配套,交通出行,税费解析,权属抵押,上次交易,挂牌时间,交易权属,房屋用途,房屋年限,产权所属,抵押信息,交易属性,户型分间,解析状态
地铁口 公园旁 精装大单间 急售,"嘉霖华禧 , 坂田",1室1厅,36.7平米,东 东南,精装,低楼层(共7层),2017年,塔楼,90 万,24524 元,7,,,近地铁 | VR房源 | 房本满五年,https://sz.lianjia.com/ershoufang/105117515587.html,地铁 | VR房源 | 房本满五年,此房地铁口，满5年，急售，精装修，拎包即可入住,小区围合式园林，共6栋楼，环境优美，绿化高，空气好，地势高，户户采光足，通风好；,,出门即是地铁十号线雪象站，步行可达，小区门口还有大型公交站台，交通便捷；,,,2016-05-13,2024-07-05,商品房,商务公寓,满五年,非共有,有抵押 70万元 建设银行 客户偿还,挂牌时间:2024-07-05 | 交易权属:商品房 | 上次交易:2016-05-13 | 房屋用途:商务公寓 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:有抵押 70万元 建设银行 客户偿还 | 房本备件:已上传房本照片,卧室 / 22.44平米 / 西北 / 落地窗 ; 卫A / 1.24平米 / 无 / 无窗 ; 卫B / 1.46平米 / 无 / 无窗,
临湖复式六房双阳台，带入户南北通使用率高小区中间位,"春华四季园一期 , 坂田",6室1厅,148.25平米,南 北,精装,中楼层(共9层),2006年,板塔结合,850 万,57336 元,2,,,VR房源 | 房本满五年,https://sz.lianjia.com/ershoufang/105117162799.html,VR房源 | 房本满五年,此房满五年唯一，使用率高带入户双阳台，小区中间位临湖复式,小区车位充足，达到1：1.1，小区配套也齐全，各种生活必须商店小区都有。小区自带有配套成人和儿童泳池，保障大人小孩都能在合适的水位游泳，小区有篮球场，羽毛球场和各类体育健身设施,小区配套齐全，教育，商场，医院等都在500米范围内。五和交通枢纽，梅观快速，出行便利,华南路和民康路交汇处，旁边是梅观高速可以去福田南山，观澜东莞，交通便利，深圳中轴。,,,2014-04-02,2024-06-01,商品房,普通住宅,满五年,非共有,有抵押 300万元 招商银行,挂牌时间:2024-06-01 | 交易权属:商品房 | 上次交易:2014-04-02 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:有抵押 300万元 招商银行 | 房本备件:已上传房本照片,客厅 / 56.5平米 / 西 / 普通窗 ; 卧室A / 8.9平米 / 无 / 无窗 ; 卧室B / 21.32平米 / 西 / 普通窗 ; 卧室C / 6.61平米 / 无 / 无窗 ; 卧室D / 9.64平米 / 无 / 无窗 ; 卧室E / 5.76平米 / 无 / 无窗 ; 卧室F / 19.57平米 / 北 东 南 / 落地窗 ; 厨房 / 4.92平米 / 东 / 普通窗 ; 卫A / 4.15平米 / 无 / 未知窗户类型 ; 卫B / 4.29平米 / 无 / 未知窗户类型 ; 卫C / 3.84平米 / 无 / 无窗 ; 阳台A / 12.78平米 / 西 北 东 南 / 普通窗 ; 阳台B / 10.72平米 / 西 南 / 普通窗 ; 楼梯间 / 6.59平米 / 无 / 无窗 ; 门厅 / 8.09平米 / 东 / 普通窗 ; 过道A / 2.5平米 / 无 / 无窗 ; 过道B / 6.27平米 / 无 / 无窗,
此房红本满5唯一，看花园位置安静，急售,"佳兆业中央广场一期 , 坂田",5室2厅,148.87平米,北,,中楼层(共46层),2013年,板楼,790 万,53067 元,3,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105118078654.html,地铁 | VR看装修,此房红本满五唯一税费少，业主诚意出售，看花园，位置安静,佳兆业城市广场总共分六期开发，包括以三房为主体的住宅，还有复式的公寓，其中一期共有7栋，小区有露天游泳池，还有一所幼儿园,,出门即是地铁十号线岗头站和雪象站，还有公交站台，出行方便快捷；,,,暂无数据,2024-08-26,商品房,普通住宅,暂无数据,非共有,有抵押 550万元,挂牌时间:2024-08-26 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 550万元 | 房本备件:未上传房本照片,客厅 / 28.75平米 / 西北 / 落地窗 ; 卧室A / 11.49平米 / 无 / 未知窗户类型 ; 卧室B / 11.49平米 / 无 / 未知窗户类型 ; 卧室C / 14.62平米 / 无 / 未知窗户类型 ; 卧室D / 13.46平米 / 无 / 未知窗户类型 ; 卧室E / 13.7平米 / 无 / 未知窗户类型 ; 厨房 / 5.29平米 / 无 / 落地窗 ; 卫A / 3.34平米 / 东北 / 普通窗 ; 卫B / 5.27平米 / 东南 / 普通窗 ; 阳台A / 8.41平米 / 西南 西北 东北 / 普通窗 ; 阳台B / 3.93平米 / 东南 / 落地窗 ; 入户花园 / 9.41平米 / 西北 / 落地窗 ; 过道 / 9.53平米 / 无 / 无窗 ; 衣帽间 / 3.32平米 / 无 / 无窗,
此房子朝南客厅出阳台 2卫 精装,"佳兆业中央广场一期 , 坂田",3室2厅,89.57平米,南,精装,低楼层(共47层),2013年,板楼,455 万,50799 元,1,,,近地铁 | VR看装修 | 随时看房,https://sz.lianjia.com/ershoufang/105119700720.html,地铁 | VR看装修 | 随时看房,此房子朝南客厅出阳台 2卫 精装,,佳兆业城市广场社区依托高新技术产业园，物业形态丰富，集住宅、酒店、大型综合体配套于一体，小区旁边就是天安云谷、华为总部,10号线地铁物业，项目是挨着坂雪岗大道和坂澜大道，沿着坂雪岗大道可以去梅林关，也可以转布龙路转南坪快速和水官高速，也可以从转贝尔路再转梅关高速，上坂澜大道可以去观澜也可以去平湖；多条公交路线直达罗湖、福田，交通很便利,此房子是深圳不唯一税费少，欠款少赎楼费也少，随时可以看房价格可以商量,,2020-08-12,2025-02-16,商品房,普通住宅,未满两年,非共有,无抵押,挂牌时间:2025-02-16 | 交易权属:商品房 | 上次交易:2020-08-12 | 房屋用途:普通住宅 | 房屋年限:未满两年 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:已上传房本照片,客厅 / 22.08平米 / 南 / 普通窗 ; 卧室A / 8.72平米 / 无 / 未知窗户类型 ; 卧室B / 11.61平米 / 无 / 未知窗户类型 ; 卧室C / 9.11平米 / 无 / 未知窗户类型 ; 厨房 / 4.77平米 / 东 / 普通窗 ; 卫A / 2.6平米 / 东 / 普通窗 ; 卫B / 3.84平米 / 无 / 普通窗 ; 阳台A / 5.89平米 / 东 南 / 普通窗 ; 阳台B / 4.1平米 / 东 / 普通窗 ; 过道 / 2.85平米 / 无 / 无窗,
诚心出售。。。。。。。。。。。。。。。。。。,"珠江旭景佳园 , 坂田",2室1厅,77.98平米,南,,中楼层(共18层),2008年,塔楼,353 万,45269 元,6,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105115779073.html,地铁 | VR看装修,方正2房看花园，位置安静，客厅外带大阳台，满五年，距地铁口..,,二期内有旭景幼稚园。小区东南侧3千㎡底商，南侧有大族云峰商场已开业；距小区300米有两万㎡万科里。2km内有阳光湾畔、8号仓、坂田天虹等商场。1km有坂田医院。,"四通八达,小区邻布龙路坂雪岗大道两大动脉,南面1km上坂银、南坪,通达福田、南山方便；东面两个灯位上清平、水官,通达罗湖盐田惠州；北达天安和华为。600米到5号线坂田地铁口,1站换10号线到福田口岸。小区东门50m到公交站。",,,暂无数据,2024-01-05,商品房,普通住宅,暂无数据,非共有,有抵押 业主自还,挂牌时间:2024-01-05 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 业主自还 | 房本备件:未上传房本照片,客厅 / 22.9平米 / 南 / 普通窗 ; 卧室A / 8.84平米 / 无 / 未知窗户类型 ; 卧室B / 11.11平米 / 南 / 落地飘窗 ; 厨房 / 4.3平米 / 西 / 普通窗 ; 卫生间 / 3.6平米 / 西 / 普通窗 ; 阳台 / 4.35平米 / 南 / 普通窗 ; 门厅 / 6.83平米 / 西 / 落地窗,
10号线雅宝站，星河精装修大四房，南向视野好看银湖山,"星河银湖谷 , 坂田",5室2厅,140.49平米,南,,高楼层(共47层),2016年,板塔结合,1196 万,85131 元,2,,,VR看装修,https://sz.lianjia.com/ershoufang/105118471585.html,VR看装修,10号线雅宝站，星河精装修大四房，南向视野好看银湖山,星河银湖谷住宅小区总共7栋住宅，玻璃外观和干挂陶板立面，有园林和泳池，人车分流的规划设计，港式入户大堂，览山阅湖景视野。星河双子塔、星河生态综合体、星河雅宝山体公园和星河圣境庙堂于一体，湖光山水，共享舒适生活！,梅林关口，深圳北站商圈，片区交通不断完善，27年星河匠心集大成之作，自持运营大量物业，星河斥巨资打造航母级综合体，万亿园区产业助力持续。,出行便利，10号线雅宝站离小区200米左右。直通南坪快速，新彩隧道，坂银隧道，梅关高速，五大交通便捷到达深圳各区， 坂银遂道去往罗湖福田南山都方便。,,,暂无数据,2024-10-02,商品房,普通住宅,暂无数据,非共有,无抵押,挂牌时间:2024-10-02 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 36.74平米 / 东南 / 普通窗 ; 卧室A / 8.55平米 / 东北 / 落地窗 ; 卧室B / 8.72平米 / 东北 / 落地窗 ; 卧室C / 15.24平米 / 东 / 落地窗 ; 卧室D / 11.89平米 / 无 / 未知窗户类型 ; 卧室E / 9.03平米 / 西南 / 落地窗 ; 厨房 / 9.51平米 / 西南 / 普通窗 ; 卫A / 6.52平米 / 无 / 未知窗户类型 ; 卫B / 2.52平米 / 西南 / 落地窗 ; 阳台 / 6.72平米 / 西南 东北 东南 / 普通窗 ; 过道 / 3.32平米 / 无 / 无窗,
星河银湖谷 4室2厅 西南,"星河银湖谷 , 坂田",4室2厅,89平米,西南,,中楼层(共48层),2016年,板塔结合,700 万,78652 元,6,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105118551138.html,地铁 | VR看装修,,,,,,,暂无数据,2024-10-11,商品房,普通住宅,暂无数据,非共有,有抵押 100万元 业主自还,挂牌时间:2024-10-11 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 100万元 业主自还 | 房本备件:未上传房本照片,客厅 / 31.85平米 / 南 / 落地窗 ; 卧室A / 8.07平米 / 西南 / 落地窗 ; 卧室B / 13.03平米 / 无 / 未知窗户类型 ; 卧室C / 5.86平米 / 东南 / 落地窗 ; 卧室D / 8.19平米 / 东南 / 普通窗 ; 厨房 / 5.82平米 / 东南 / 普通窗 ; 卫A / 4.55平米 / 无 / 未知窗户类型 ; 卫B / 3.7平米 / 东北 / 普通窗 ; 过道 / 4.75平米 / 无 / 无窗,
佳兆业悦峰 三房两厅两位 朝南户型,"佳兆业悦峰 , 坂田",3室2厅,79.7平米,南,简装,低楼层(共17层),2013年,板塔结合,458 万,57466 元,2,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105118447546.html,地铁 | VR看装修,此房朝南户型，彩光通风好，视野宽阔,佳兆业悦峰是佳兆业开发商，是上市房企排名靠前的开发商，开发商实力雄厚，佳兆业物业也是比较优质的物业管理公司，为小区高品质生活保驾护航。该小区是2013年次新小区，佳兆业物业，容积2.5，车位1：1带有室内篮球场，生活配套较齐全，居住舒适,,有地铁5号线杨美站C出口900米（参考高德地图），4站抵深圳北站深圳东站，西至赤湾东至黄贝岭。或步行400米至宏扬公交站也有多条公交路线可达深圳各区域。衔接各大高速快速，3公里内直上布龙路、清平高速、水官高速，南坪快速、梅观高速、坂银通道等,,,暂无数据,2024-09-30,商品房,普通住宅,暂无数据,共有,有抵押,挂牌时间:2024-09-30 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 23.47平米 / 南 / 落地窗 ; 卧室A / 12.18平米 / 无 / 未知窗户类型 ; 卧室B / 7.25平米 / 无 / 未知窗户类型 ; 卧室C / 8.31平米 / 无 / 未知窗户类型 ; 厨房 / 4.59平米 / 东 / 落地窗 ; 卫A / 4.51平米 / 东 / 普通窗 ; 卫B / 2.47平米 / 无 / 落地窗 ; 阳台A / 4.62平米 / 南 / 落地窗 ; 阳台B / 2.97平米 / 东 / 落地窗 ; 过道 / 3.16平米 / 无 / 无窗,
经典户型焕新颜，两房巧变三房，中层采光+灵动分区,"信义嘉御山 , 坂田",3室2厅,66.34平米,东南 西北,精装,低楼层(共33层),2015年,板塔结合,435 万,65572 元,1,,,近地铁 | VR房源 | 房本满五年,https://sz.lianjia.com/ershoufang/105121014104.html,地铁 | VR房源 | 房本满五年,"此房满五唯一，爆改神户型，空间利用max,秒变三房不拥挤通透方正",信义嘉御山大一期分三期开发（1-3期）共3008户。2013-2015年底交房，小区内有泳池，2-4房户型都有，66平-77平2房，83-88平3房，86平 复式4房3卫；117-217平 改善大户型，户型很全面，适合各种需求的客户。,"信义在坂田开发的大社区的，小区一共有8期，1期楼下天虹商场有星巴克，奈雪，喜茶，面点王，健身会所，SAP等，2017年年底还开了佳华商场MAX.CITY.,有海底捞，探鱼等餐饮名店，还有电影院，电玩城等业态。",信义嘉御山是双地铁物业，地铁5号线“五和站”+10号线“坂田北站”，小区停车场出来拐个弯就上梅观高速G94去福田南山都很便利，小区门口也有多路公交达深圳各地，地铁+公交+自驾，都方便快捷。,,,2014-11-22,2025-06-08,商品房,普通住宅,满五年,非共有,有抵押,挂牌时间:2025-06-08 | 交易权属:商品房 | 上次交易:2014-11-22 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:已上传房本照片,客厅 / 25.01平米 / 西北 南 / 落地窗 ; 卧室A / 7.16平米 / 无 / 未知窗户类型 ; 卧室B / 8.89平米 / 无 / 未知窗户类型 ; 卧室C / 8.89平米 / 西北 / 普通窗 ; 厨房 / 5.29平米 / 无 / 未知窗户类型 ; 卫 / 2.66平米 / 东北 / 普通窗 ; 阳台 / 5.09平米 / 西南 西北 东北 / 普通窗,
地铁口物业华为基地满五年中高楼层厅双阳台安静舒适,"佳兆业中央广场三期 , 坂田",4室2厅,123.99平米,北,精装,45层,2015年,塔楼,736 万,59360 元,0,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105121123415.html,地铁 | VR看装修,满五唯一中高楼层厅双阳台佳兆业城市广场二期业主重新装修.,小区规模：总共分为6期开发的大楼盘。3个幼儿园：自带综合MALL，加270米万豪酒店（六期项目），二期的地理位置很好，小区东门门口200米就是地铁口雪象站,新社区，人车分流，车位充足，24小时保安轮流值班，社区有自己的健身广场和花园，园林式社区。依托高新技术产业园，佳兆业城市广场物业形态丰富，集住宅、酒店于一体。隔壁就是天安云谷、华为总部。,项目是在坂雪岗大道和坂澜大道，沿着坂雪岗大道可以去梅林关（去关内方向）、也可以转布龙路转南坪快速和水官高速，也可以从转贝尔路再转梅关高速，上坂澜大道可以去观澜也可以去平湖。交通很方便。高速交通：梅观高速、清平高速、坂雪岗大道、南坪快速。,,,暂无数据,2025-06-18,商品房,普通住宅,暂无数据,非共有,有抵押 600万元,挂牌时间:2025-06-18 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 600万元 | 房本备件:未上传房本照片,客厅 / 34.97平米 / 北 / 落地窗 ; 卧室A / 7.4平米 / 北 / 落地窗 ; 卧室B / 9.19平米 / 无 / 未知窗户类型 ; 卧室C / 20.47平米 / 无 / 未知窗户类型 ; 卧室D / 11.38平米 / 无 / 未知窗户类型 ; 厨房 / 7.19平米 / 东 / 落地窗 ; 卫A / 4.15平米 / 北 / 普通窗 ; 卫B / 5.19平米 / 北 / 普通窗 ; 阳台A / 6.98平米 / 北 东 / 普通窗 ; 阳台B / 4.36平米 / 东 / 落地窗 ; 储物间 / 4.92平米 / 东 / 普通窗 ; 过道 / 7.55平米 / 无 / 无窗 ; 门厅 / 3.94平米 / 无 / 无窗,
银湖谷精装4房 满5 楼层佳户型好  业主诚售,"星河银湖谷 , 坂田",4室1厅,87.73平米,东,,中楼层(共48层),2016年,板塔结合,650 万,74091 元,1,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105121182145.html,地铁 | VR看装修,满五唯一，自住装修 保养好 ，楼层佳  使用率高,星河WORLD银湖谷住宅面积为200000㎡，拥有5500㎡园林和泳池，人车分流的规划设计，港式入户大堂，览山阅湖景视野。约700000㎡商务楼群，集300米高层双子塔地和生态写字楼于一体，是金融产业、高新科技、创新产业的总部型经济聚集地,梅林关口，深圳北站商圈，片区交通不断完善，27年星河匠心集大成之作，自持运营大量物业，星河斥巨资打造1600000平航母级综合体，万亿园区产业助力持续 约750000平米联盟。500米左右有恒温游泳池，网球场 篮球场，羽毛球场馆，地铁650米左右,10号线雅宝站，已经开通。南平快速延长线，新彩隧道，坂银隧道，梅关高速，五大交通便捷到到达深圳各区。 坂银遂道已经通车去往罗湖福田近,,,暂无数据,2025-06-22,商品房,普通住宅,暂无数据,非共有,有抵押 230万元 招商银行 金融公司垫资,挂牌时间:2025-06-22 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 230万元 招商银行 金融公司垫资 | 房本备件:未上传房本照片,客厅 / 24.78平米 / 北 / 落地窗 ; 卧室A / 7.27平米 / 北 / 落地窗 ; 卧室B / 21.63平米 / 无 / 未知窗户类型 ; 卧室C / 6.65平米 / 北 / 普通窗 ; 厨房 / 4.3平米 / 北 / 普通窗 ; 卫A / 3.34平米 / 北 / 落地窗 ; 卫B / 3.7平米 / 北 / 普通窗 ; 阳台A / 4.39平米 / 北 / 落地窗 ; 阳台B / 3.84平米 / 北 / 普通窗 ; 过道 / 2.81平米 / 无 / 无窗,
精装三加一户型，业主诚心出售，看房提前预约,"佳兆业中央广场三期 , 坂田",4室2厅,83.53平米,南,精装,46层,2016年,塔楼,430 万,51479 元,2,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105119510989.html,地铁 | VR看装修,中高楼层，采光好，视野好，朝南方向，双地铁口。,小区规划大型雪象体育公园，三十万商 业综合MALL，270米层高五星国际酒店，百度测量1公 里范围内雪象医院、肖传国医院，地铁10号线雪象、岗头双地铁口，坂银隧道去福田南山交通便捷。,新社区，人车分流，24小时保安轮流值班，社区有自己的健身广场和花园，园林式社区。占地约300000平，建面约1800000平米，依托高新技术产业园，佳兆业城市广场物业形态丰富，集住宅、酒店于一体。小区左边是天安云谷、华为总部,地铁十号线雪象站A出口，沿着坂雪岗大道可以去梅林关（去关内方向）、也可以转布龙路转南坪快速和水官高速，也可以从转贝尔路再转梅关高速，上坂澜大道可以去观澜也可以去平湖。交通很方便。高速交通：梅观高速、清平高速、坂雪岗大道、南坪快速。,,,暂无数据,2025-01-17,商品房,普通住宅,暂无数据,非共有,有抵押 30万元,挂牌时间:2025-01-17 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 30万元 | 房本备件:未上传房本照片,客厅 / 23.35平米 / 东南 / 落地窗 ; 卧室A / 7.04平米 / 东北 / 落地窗 ; 卧室B / 8.99平米 / 无 / 未知窗户类型 ; 卧室C / 8.69平米 / 东南 / 普通窗 ; 卧室D / 7.36平米 / 东南 / 普通窗 ; 厨房 / 7.64平米 / 东北 / 普通窗 ; 卫 / 2.58平米 / 无 / 普通窗 ; 阳台A / 3.06平米 / 东北 / 普通窗 ; 阳台B / 4.82平米 / 西南 东南 / 普通窗 ; 过道 / 5.89平米 / 无 / 无窗,
看花园的3房，近期出，看房方便,"信义嘉御山5期 , 坂田",3室2厅,71.19平米,东,精装,中楼层(共39层),2016年,塔楼,526 万,73887 元,0,,,VR看装修,https://sz.lianjia.com/ershoufang/105121802055.html,VR看装修,"1.满五红本看花园泳池，安静 ，
2.看房方便",信义嘉御山是坂田新的大社区的，小区一共有5期，坂田双地铁口的大盘，一期楼下有天虹商场，有星巴克，KFC，面点王，健身会所，SAP等配套成熟，还开了佳华商场MAX.CITY有海底捞，探鱼等餐饮名店 各大银行围绕小区、旁边有大企业华为,,地铁出行：10号线坂田北站，10号线5号线中转站五和站。未来是五和交通枢纽，畅行深圳各地。 公交出行：里石排站，坂田市场站，坂田路口站，坂田路口北站等。1.东临五和大道接梅观，龙华，福田畅行。2.接 坂银通道，畅通罗湖，福田,,,暂无数据,2025-08-15,商品房,普通住宅,暂无数据,非共有,无抵押,挂牌时间:2025-08-15 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 25.61平米 / 无 / 未知窗户类型 ; 卧室A / 8.81平米 / 东北 / 普通窗 ; 卧室B / 7.35平米 / 西北 / 普通窗 ; 卧室C / 11.94平米 / 北 东北 / 落地窗 ; 厨房 / 3.38平米 / 西北 / 普通窗 ; 卫 / 3.57平米 / 西南 / 普通窗 ; 阳台A / 1.52平米 / 西北 / 普通窗 ; 阳台B / 3.89平米 / 西北 东北 东南 / 普通窗 ; 过道 / 2.49平米 / 无 / 无窗,
春华四季园一期 5室2厅 东南,"春华四季园一期 , 坂田",5室2厅,141.06平米,东南,,中楼层(共11层),2006年,板塔结合,730 万,51752 元,0,,,VR房源,https://sz.lianjia.com/ershoufang/105121335707.html,VR房源,,,,,,,暂无数据,2025-07-05,商品房,普通住宅,暂无数据,非共有,无抵押,挂牌时间:2025-07-05 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 39.98平米 / 无 / 未知窗户类型 ; 卧室A / 11.82平米 / 南 / 落地窗 ; 卧室B / 19.1平米 / 无 / 未知窗户类型 ; 卧室C / 6.67平米 / 无 / 未知窗户类型 ; 卧室D / 16.26平米 / 无 / 未知窗户类型 ; 卧室E / 9.54平米 / 北 / 落地窗 ; 厨房 / 5.62平米 / 北 / 普通窗 ; 卫A / 3.73平米 / 西 / 普通窗 ; 卫B / 5.36平米 / 北 / 落地窗 ; 阳台A / 6.04平米 / 东 南 / 落地窗 ; 阳台B / 10.06平米 / 西 北 / 落地窗 ; 过道 / 8.47平米 / 无 / 无窗 ; 门厅 / 3.67平米 / 北 / 普通窗,
满五唯一，采光通风效果佳，业主诚心卖,"信义嘉御山 , 坂田",4室2厅,134.34平米,西北,精装,低楼层(共31层),2013年,板塔结合,820 万,61040 元,1,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105121622743.html,地铁 | VR看装修,满五唯一，采光通风效果佳，业主诚心卖,信义嘉御豪园分三期开发，占地近100000平米，建面400000平，共3008户。2013-2015年底交房，小区内有泳池，配套有公里龙岗机关幼儿园，户型多样，66平-77平，方正通透的两房；83-88平，朝南或南北的三房户型；85平 复式 四房三卫；117-217平 改善大户型,"信义嘉御山是坂田新的大社区的，小区一共有8期，目前1-5期已经交房入住，6-8期还没有开盘的，坂田北地铁口的大盘，一期楼下有天虹商场，有星巴克，面点王，健身会所，SAP等，17年地还开了佳华商场MAX.CITY.,有海底捞，探鱼等餐饮名店",信义嘉御山是双地铁物业，地铁5号线“五和站”+10号线“坂田北站”，小区停车场出来拐个弯就上梅观高速G94去福田南山都很便利，小区门口也有多路公交达深圳各地，地铁+公交+自驾，都方便快捷。,,,暂无数据,2025-07-30,商品房,普通住宅,暂无数据,非共有,有抵押 60万元 交通银行,挂牌时间:2025-07-30 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 60万元 交通银行 | 房本备件:未上传房本照片,客厅 / 34.37平米 / 西北 / 普通窗 ; 卧室A / 12.67平米 / 无 / 未知窗户类型 ; 卧室B / 19.58平米 / 无 / 未知窗户类型 ; 卧室C / 11.19平米 / 西北 / 落地窗 ; 卧室D / 11.93平米 / 无 / 未知窗户类型 ; 厨房 / 6.19平米 / 东南 / 普通窗 ; 卫A / 3.24平米 / 东南 / 普通窗 ; 卫B / 6.36平米 / 无 / 未知窗户类型 ; 阳台 / 9.06平米 / 西北 东北 / 普通窗 ; 入户花园 / 5.85平米 / 无 / 未知窗户类型 ; 过道 / 7.16平米 / 无 / 无窗,
新上业主换房诚心出售四房 随时看房,"星河银湖谷 , 坂田",4室2厅,88.02平米,西南,,高楼层(共48层),2016年,板塔结合,668 万,75892 元,0,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105121911691.html,地铁 | VR看装修,百米处有星河COCOPARK商场，雅宝学校就在小区，雅宝站200米,开发商：星河地产，星河WORLD 人车分流的规划设计，港式入户大堂，览山阅湖全景视野。约12栋商务楼群，集300米高层双子塔地和生态写字楼于一体，是金融产业、高新科技、创新产业的总部型经济,梅林关口，深圳北站商圈，片区交通不断完善，27年星河匠心集大成之作，自持运营大量物业，星河斥巨资打造1600000平航母级综合体，万亿园区产业助力持续 约750000平米联盟。,出行便利，10号线雅宝站离小区200米左右。直通南坪快速，新彩隧道，坂银隧道，梅关高速，五大交通便捷到到达深圳各区， 坂银遂道去往罗湖福田南山都方便。,,,暂无数据,2025-08-25,商品房,普通住宅,暂无数据,非共有,有抵押,挂牌时间:2025-08-25 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 24.83平米 / 西南 / 普通窗 ; 卧室A / 7.72平米 / 西南 / 落地窗 ; 卧室B / 5.59平米 / 东南 / 落地窗 ; 卧室C / 6.32平米 / 东南 / 普通窗 ; 厨房 / 4.26平米 / 无 / 普通窗 ; 卫 / 4.06平米 / 东北 / 普通窗 ; 阳台A / 6.14平米 / 西南 西北 东南 / 普通窗 ; 阳台B / 2.28平米 / 东南 / 普通窗 ; 储物间 / 19.64平米 / 无 / 未知窗户类型 ; 过道 / 4.52平米 / 无 / 无窗,
